STACST,TIME,P,T1,T2,C1,C2,SBE43F,SBE43U,S1,S2,Cstar,V0,V1,V2,V3,V4,V5,V6,V7,DepthSM,Lat,Lon,Scan
VARCHAR,sec,dbar,degC,degC,mS/cm,mS/cm,volt,uMol/Kg,PSU,PSU,%,volt,volt,volt,volt,volt,volt,volt,volt,m,deg,deg,count
01401.cnv,  1456118270,   0.265,  2.8092,  2.9627, 0.0004, 0.0093,2.4225,431.891, 0.0004, 0.0066, 84.1029, 3.9267, 0.1050, 0.0952, 1.3626, 4.9902, 2.4225, 1.5482, 0.5885,   0.262, -61.99992,  82.00126,  1271
01401.cnv,  1456118270,   0.265,  2.8088,  2.9624, 0.0005, 0.0094,2.4225,431.896, 0.0005, 0.0067, 84.1029, 3.9267, 0.1050, 0.0952, 1.3626, 4.9915, 2.4225, 1.5482, 0.5885,   0.262, -61.99992,  82.00126,  1272
01401.cnv,  1456118270,   0.265,  2.8082,  2.9624, 0.0004, 0.0094,2.4237,432.182, 0.0004, 0.0067, 84.1029, 3.9267, 0.1050, 0.0952, 1.3626, 4.9915, 2.4237, 1.5495, 0.5885,   0.262, -61.99992,  82.00126,  1273
01401.cnv,  1456118270,   0.265,  2.8086,  2.9621, 0.0005, 0.0095,2.4237,432.176, 0.0005, 0.0067, 84.0763, 3.9255, 0.1050, 0.0952, 1.3626, 4.9915, 2.4237, 1.5495, 0.5885,   0.262, -61.99992,  82.00126,  1274
01401.cnv,  1456118270,   0.265,  2.8101,  2.9618, 0.0006, 0.0093,2.4237,432.155, 0.0005, 0.0066, 84.0763, 3.9255, 0.1062, 0.0952, 1.3626, 4.9915, 2.4237, 1.5495, 0.5885,   0.262, -61.99992,  82.00126,  1275
01401.cnv,  1456118270,   0.272,  2.8109,  2.9614, 0.0005, 0.0092,2.4237,432.146, 0.0005, 0.0066, 84.0763, 3.9255, 0.1050, 0.0952, 1.3626, 4.9915, 2.4237, 1.5495, 0.5885,   0.270, -61.99992,  82.00126,  1276
01401.cnv,  1456118270,   0.265,  2.8116,  2.9612, 0.0004, 0.0092,2.4237,432.137, 0.0005, 0.0066, 84.0498, 3.9243, 0.1050, 0.0952, 1.3687, 4.9915, 2.4237, 1.5482, 0.5885,   0.262, -61.99992,  82.00126,  1277
01401.cnv,  1456118270,   0.265,  2.8116,  2.9613, 0.0004, 0.0092,2.4237,432.137, 0.0004, 0.0066, 84.0498, 3.9243, 0.1062, 0.0952, 1.3797, 4.9915, 2.4237, 1.5495, 0.5885,   0.262, -61.99992,  82.00126,  1278
01401.cnv,  1456118271,   0.265,  2.8119,  2.9607, 0.0004, 0.0093,2.4237,432.133, 0.0004, 0.0066, 84.0498, 3.9243, 0.1099, 0.0952, 1.3834, 4.9915, 2.4237, 1.5482, 0.5885,   0.262, -61.99992,  82.00126,  1279
01401.cnv,  1456118271,   0.265,  2.8120,  2.9604, 0.0004, 0.0095,2.4237,432.132, 0.0005, 0.0068, 84.0498, 3.9243, 0.1111, 0.0952, 1.3834, 4.9915, 2.4237, 1.5482, 0.5885,   0.262, -61.99992,  82.00126,  1280
01401.cnv,  1456118271,   0.272,  2.8119,  2.9605, 0.0004, 0.0093,2.4237,432.134, 0.0004, 0.0066, 84.0498, 3.9243, 0.1111, 0.0952, 1.3822, 4.9902, 2.4237, 1.5470, 0.5885,   0.270, -61.99992,  82.00126,  1281
01401.cnv,  1456118271,   0.265,  2.8116,  2.9602, 0.0005, 0.0093,2.4237,432.137, 0.0005, 0.0066, 84.0498, 3.9243, 0.1099, 0.0952, 1.3822, 4.9915, 2.4237, 1.5482, 0.5885,   0.262, -61.99992,  82.00126,  1282
01401.cnv,  1456118271,   0.265,  2.8114,  2.9599, 0.0006, 0.0091,2.4237,432.139, 0.0005, 0.0065, 84.0498, 3.9243, 0.1099, 0.0952, 1.3822, 4.9915, 2.4237, 1.5470, 0.5885,   0.262, -61.99992,  82.00126,  1283
01401.cnv,  1456118271,   0.265,  2.8112,  2.9599, 0.0005, 0.0091,2.4237,432.141, 0.0005, 0.0065, 84.0498, 3.9243, 0.1099, 0.0952, 1.3822, 4.9915, 2.4237, 1.5482, 0.5885,   0.262, -61.99992,  82.00126,  1284
01401.cnv,  1456118271,   0.205,  2.8109,  2.9596, 0.0004, 0.0092,2.4237,432.142, 0.0004, 0.0066, 84.0498, 3.9243, 0.1099, 0.0952, 1.3822, 4.9915, 2.4237, 1.5482, 0.5885,   0.203, -61.99992,  82.00126,  1285
01401.cnv,  1456118271,   0.272,  2.8106,  2.9592, 0.0004, 0.0094,2.4237,432.150, 0.0004, 0.0067, 84.0498, 3.9243, 0.1099, 0.0952, 1.3822, 4.9915, 2.4237, 1.5482, 0.5885,   0.270, -61.99992,  82.00126,  1286
01401.cnv,  1456118271,   0.265,  2.8103,  2.9589, 0.0005, 0.0093,2.4237,432.153, 0.0005, 0.0066, 84.0498, 3.9243, 0.1111, 0.0952, 1.3822, 4.9915, 2.4237, 1.5470, 0.5885,   0.262, -61.99992,  82.00126,  1287
01401.cnv,  1456118271,   0.265,  2.8099,  2.9588, 0.0006, 0.0092,2.4237,432.159, 0.0005, 0.0066, 84.0498, 3.9243, 0.1099, 0.0952, 1.3822, 4.9915, 2.4237, 1.5482, 0.5885,   0.262, -61.99992,  82.00126,  1288
01401.cnv,  1456118271,   0.205,  2.8100,  2.9586, 0.0006, 0.0093,2.4237,432.154, 0.0005, 0.0066, 84.0498, 3.9243, 0.1099, 0.0952, 1.3822, 4.9915, 2.4237, 1.5482, 0.5897,   0.203, -61.99992,  82.00126,  1289
01401.cnv,  1456118271,   0.265,  2.8099,  2.9583, 0.0006, 0.0092,2.4237,432.159, 0.0005, 0.0066, 84.0498, 3.9243, 0.1099, 0.0952, 1.3822, 4.9915, 2.4237, 1.5482, 0.5897,   0.262, -61.99992,  82.00126,  1290
01401.cnv,  1456118271,   0.272,  2.8099,  2.9580, 0.0005, 0.0093,2.4237,432.160, 0.0005, 0.0066, 84.0498, 3.9243, 0.1111, 0.0952, 1.3822, 4.9915, 2.4237, 1.5495, 0.5897,   0.270, -61.99992,  82.00126,  1291
01401.cnv,  1456118271,   0.265,  2.8101,  2.9580, 0.0005, 0.0094,2.4237,432.156, 0.0005, 0.0067, 84.0763, 3.9255, 0.1099, 0.0952, 1.3822, 4.9902, 2.4237, 1.5482, 0.5897,   0.262, -61.99992,  82.00126,  1292
01401.cnv,  1456118271,   0.265,  2.8105,  2.9576, 0.0004, 0.0094,2.4237,432.151, 0.0004, 0.0067, 84.0763, 3.9255, 0.1099, 0.0952, 1.3822, 4.9915, 2.4237, 1.5482, 0.5897,   0.262, -61.99992,  82.00126,  1293
01401.cnv,  1456118271,   0.265,  2.8105,  2.9573, 0.0004, 0.0093,2.4237,432.151, 0.0005, 0.0066, 84.0763, 3.9255, 0.1099, 0.0952, 1.3822, 4.9902, 2.4237, 1.5482, 0.5897,   0.262, -61.99992,  82.00126,  1294
01401.cnv,  1456118271,   0.205,  2.8109,  2.9575, 0.0004, 0.0091,2.4225,431.865, 0.0004, 0.0065, 84.0763, 3.9255, 0.1099, 0.0952, 1.3822, 4.9902, 2.4225, 1.5482, 0.5897,   0.203, -61.99992,  82.00126,  1295
01401.cnv,  1456118271,   0.161,  2.8114,  2.9570, 0.0005, 0.0091,2.4237,432.133, 0.0005, 0.0065, 84.0763, 3.9255, 0.1099, 0.0952, 1.3822, 4.9915, 2.4237, 1.5495, 0.5897,   0.159, -61.99992,  82.00126,  1296
01401.cnv,  1456118271,   0.376,  2.8116,  2.9567, 0.0005, 0.0092,2.4237,432.143, 0.0005, 0.0065, 84.0763, 3.9255, 0.1099, 0.0952, 1.3822, 4.9915, 2.4237, 1.5482, 0.5897,   0.372, -61.99992,  82.00126,  1297
01401.cnv,  1456118271,   0.265,  2.8122,  2.9567, 0.0006, 0.0092,2.4237,432.129, 0.0005, 0.0066, 84.0763, 3.9255, 0.1099, 0.0952, 1.3822, 4.9915, 2.4237, 1.5482, 0.5897,   0.262, -61.99992,  82.00126,  1298
01401.cnv,  1456118271,   0.205,  2.8124,  2.9566, 0.0005, 0.0094,2.4237,432.123, 0.0005, 0.0067, 84.0763, 3.9255, 0.1099, 0.0952, 1.3822, 4.9902, 2.4237, 1.5482, 0.5897,   0.203, -61.99992,  82.00126,  1299
01401.cnv,  1456118271,   0.265,  2.8126,  2.9561, 0.0005, 0.0093,2.4225,431.846, 0.0005, 0.0066, 84.0763, 3.9255, 0.1099, 0.0952, 1.3822, 4.9902, 2.4225, 1.5482, 0.5897,   0.262, -61.99992,  82.00126,  1300
01401.cnv,  1456118271,   0.265,  2.8130,  2.9559, 0.0004, 0.0092,2.4225,431.841, 0.0004, 0.0066, 84.0763, 3.9255, 0.1099, 0.0952, 1.3822, 4.9902, 2.4225, 1.5470, 0.5897,   0.262, -61.99992,  82.00126,  1301
01401.cnv,  1456118271,   0.213,  2.8136,  2.9559, 0.0006, 0.0093,2.4237,432.108, 0.0005, 0.0066, 84.0498, 3.9243, 0.1111, 0.0952, 1.3834, 4.9915, 2.4237, 1.5470, 0.5897,   0.211, -61.99992,  82.00126,  1302
01401.cnv,  1456118272,   0.265,  2.8139,  2.9555, 0.0004, 0.0092,2.4237,432.106, 0.0005, 0.0065, 84.0498, 3.9243, 0.1099, 0.0952, 1.3932, 4.9915, 2.4237, 1.5470, 0.5910,   0.262, -61.99992,  82.00126,  1303
01401.cnv,  1456118272,   0.265,  2.8139,  2.9554, 0.0004, 0.0093,2.4237,432.106, 0.0004, 0.0066, 84.0498, 3.9243, 0.1099, 0.0965, 1.4005, 4.9915, 2.4237, 1.5470, 0.5910,   0.262, -61.99992,  82.00126,  1304
01401.cnv,  1456118272,   0.205,  2.8143,  2.9553, 0.0006, 0.0093,2.4237,432.097, 0.0005, 0.0066, 84.0498, 3.9243, 0.1074, 0.0965, 1.4005, 4.9902, 2.4237, 1.5470, 0.5910,   0.203, -61.99992,  82.00126,  1305
01401.cnv,  1456118272,   0.265,  2.8145,  2.9548, 0.0005, 0.0094,2.4237,432.098, 0.0005, 0.0067, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5470, 0.5910,   0.262, -61.99992,  82.00126,  1306
01401.cnv,  1456118272,   0.272,  2.8152,  2.9548, 0.0005, 0.0092,2.4237,432.090, 0.0005, 0.0066, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5470, 0.5910,   0.269, -61.99992,  82.00126,  1307
01401.cnv,  1456118272,   0.205,  2.8156,  2.9547, 0.0005, 0.0092,2.4237,432.080, 0.0005, 0.0066, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5482, 0.5922,   0.203, -61.99992,  82.00126,  1308
01401.cnv,  1456118272,   0.265,  2.8161,  2.9543, 0.0004, 0.0092,2.4237,432.077, 0.0004, 0.0065, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5482, 0.5922,   0.262, -61.99992,  82.00126,  1309
01401.cnv,  1456118272,   0.265,  2.8165,  2.9542, 0.0004, 0.0091,2.4237,432.071, 0.0005, 0.0065, 84.0233, 3.9231, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5470, 0.5922,   0.262, -61.99992,  82.00126,  1310
01401.cnv,  1456118272,   0.265,  2.8171,  2.9540, 0.0005, 0.0093,2.4237,432.063, 0.0005, 0.0066, 84.0233, 3.9231, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5470, 0.5922,   0.262, -61.99992,  82.00126,  1311
01401.cnv,  1456118272,   0.213,  2.8182,  2.9537, 0.0005, 0.0093,2.4237,432.046, 0.0005, 0.0066, 84.0233, 3.9231, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5470, 0.5922,   0.211, -61.99992,  82.00126,  1312
01401.cnv,  1456118272,   0.265,  2.8188,  2.9534, 0.0006, 0.0092,2.4237,432.041, 0.0005, 0.0066, 84.0233, 3.9231, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5470, 0.5922,   0.262, -61.99992,  82.00126,  1313
01401.cnv,  1456118272,   0.205,  2.8193,  2.9534, 0.0004, 0.0092,2.4237,432.031, 0.0005, 0.0065, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5470, 0.5922,   0.203, -61.99992,  82.00126,  1314
01401.cnv,  1456118272,   0.265,  2.8199,  2.9531, 0.0004, 0.0092,2.4225,431.749, 0.0004, 0.0065, 84.0233, 3.9231, 0.1062, 0.0965, 1.4005, 4.9915, 2.4225, 1.5470, 0.5922,   0.262, -61.99992,  82.00126,  1315
01401.cnv,  1456118272,   0.265,  2.8204,  2.9529, 0.0004, 0.0092,2.4237,432.021, 0.0004, 0.0065, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9902, 2.4237, 1.5470, 0.5934,   0.262, -61.99992,  82.00126,  1316
01401.cnv,  1456118272,   0.272,  2.8207,  2.9526, 0.0005, 0.0092,2.4225,431.739, 0.0005, 0.0066, 84.0233, 3.9231, 0.1062, 0.0965, 1.4005, 4.9915, 2.4225, 1.5470, 0.5922,   0.269, -61.99992,  82.00126,  1317
01401.cnv,  1456118272,   0.205,  2.8207,  2.9526, 0.0005, 0.0092,2.4237,432.013, 0.0005, 0.0066, 84.0233, 3.9231, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5470, 0.5934,   0.203, -61.99992,  82.00126,  1318
01401.cnv,  1456118272,   0.265,  2.8206,  2.9521, 0.0004, 0.0093,2.4237,432.018, 0.0004, 0.0066, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5482, 0.5934,   0.262, -61.99992,  82.00126,  1319
01401.cnv,  1456118272,   0.265,  2.8200,  2.9521, 0.0004, 0.0091,2.4237,432.026, 0.0004, 0.0065, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5482, 0.5934,   0.262, -61.99992,  82.00126,  1320
01401.cnv,  1456118272,   0.205,  2.8192,  2.9519, 0.0005, 0.0091,2.4225,431.756, 0.0005, 0.0065, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9915, 2.4225, 1.5482, 0.5934,   0.203, -61.99992,  82.00126,  1321
01401.cnv,  1456118272,   0.264,  2.8184,  2.9515, 0.0006, 0.0092,2.4237,432.046, 0.0005, 0.0066, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5482, 0.5922,   0.262, -61.99992,  82.00126,  1322
01401.cnv,  1456118272,   0.213,  2.8177,  2.9513, 0.0005, 0.0091,2.4225,431.775, 0.0005, 0.0065, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9915, 2.4225, 1.5470, 0.5922,   0.211, -61.99992,  82.00126,  1323
01401.cnv,  1456118272,   0.264,  2.8171,  2.9511, 0.0003, 0.0091,2.4225,431.786, 0.0004, 0.0065, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9915, 2.4225, 1.5470, 0.5922,   0.262, -61.99992,  82.00126,  1324
01401.cnv,  1456118272,   0.264,  2.8162,  2.9510, 0.0004, 0.0092,2.4237,432.076, 0.0005, 0.0065, 84.0233, 3.9231, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5470, 0.5922,   0.262, -61.99992,  82.00126,  1325
01401.cnv,  1456118272,   0.264,  2.8160,  2.9507, 0.0004, 0.0093,2.4237,432.078, 0.0005, 0.0066, 84.0498, 3.9243, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5470, 0.5922,   0.262, -61.99992,  82.00126,  1326
01401.cnv,  1456118273,   0.205,  2.8154,  2.9505, 0.0005, 0.0094,2.4237,432.083, 0.0005, 0.0067, 84.0233, 3.9231, 0.1062, 0.0965, 1.4005, 4.9915, 2.4237, 1.5470, 0.5922,   0.203, -61.99992,  82.00126,  1327
01401.cnv,  1456118273,   0.272,  2.8152,  2.9502, 0.0005, 0.0092,2.4237,432.090, 0.0005, 0.0065, 84.0498, 3.9243, 0.1062, 0.0952, 1.4054, 4.9915, 2.4237, 1.5482, 0.5922,   0.269, -61.99992,  82.00126,  1328
01401.cnv,  1456118273,   0.264,  2.8145,  2.9502, 0.0005, 0.0093,2.4225,431.821, 0.0005, 0.0066, 84.0233, 3.9231, 0.1062, 0.0952, 1.4188, 4.9915, 2.4225, 1.5482, 0.5922,   0.262, -61.99992,  82.00126,  1329
01401.cnv,  1456118273,   0.205,  2.8141,  2.9497, 0.0005, 0.0092,2.4237,432.101, 0.0005, 0.0066, 84.0498, 3.9243, 0.1074, 0.0952, 1.4225, 4.9915, 2.4237, 1.5482, 0.5922,   0.203, -61.99992,  82.00126,  1330
01401.cnv,  1456118273,   0.316,  2.8135,  2.9499, 0.0004, 0.0092,2.4237,432.115, 0.0004, 0.0066, 84.0233, 3.9231, 0.1099, 0.0952, 1.4225, 4.9915, 2.4237, 1.5470, 0.5910,   0.313, -61.99992,  82.00126,  1331
01401.cnv,  1456118273,   0.205,  2.8128,  2.9494, 0.0004, 0.0092,2.4237,432.117, 0.0004, 0.0066, 84.0233, 3.9231, 0.1123, 0.0952, 1.4225, 4.9915, 2.4237, 1.5482, 0.5910,   0.203, -61.99992,  82.00126,  1332
01401.cnv,  1456118273,   0.272,  2.8120,  2.9495, 0.0004, 0.0092,2.4225,431.855, 0.0005, 0.0066, 84.0498, 3.9243, 0.1123, 0.0952, 1.4225, 4.9902, 2.4225, 1.5482, 0.5910,   0.269, -61.99992,  82.00126,  1333
01401.cnv,  1456118273,   0.264,  2.8112,  2.9488, 0.0005, 0.0093,2.4237,432.141, 0.0005, 0.0066, 84.0498, 3.9243, 0.1111, 0.0952, 1.4225, 4.9915, 2.4237, 1.5482, 0.5897,   0.262, -61.99992,  82.00126,  1334
01401.cnv,  1456118273,   0.205,  2.8100,  2.9489, 0.0004, 0.0091,2.4237,432.154, 0.0004, 0.0065, 84.0233, 3.9231, 0.1111, 0.0952, 1.4225, 4.9915, 2.4237, 1.5495, 0.5897,   0.203, -61.99992,  82.00126,  1335
01401.cnv,  1456118273,   0.264,  2.8086,  2.9488, 0.0005, 0.0093,2.4237,432.176, 0.0005, 0.0066, 84.0498, 3.9243, 0.1111, 0.0952, 1.4225, 4.9915, 2.4237, 1.5482, 0.5897,   0.262, -61.99992,  82.00126,  1336
01401.cnv,  1456118273,   0.264,  2.8077,  2.9485, 0.0005, 0.0092,2.4237,432.188, 0.0005, 0.0066, 84.0498, 3.9243, 0.1111, 0.0952, 1.4225, 4.9915, 2.4237, 1.5482, 0.5885,   0.262, -61.99992,  82.00126,  1337
01401.cnv,  1456118273,   0.272,  2.8061,  2.9483, 0.0006, 0.0092,2.4237,432.209, 0.0005, 0.0066, 84.0233, 3.9231, 0.1123, 0.0952, 1.4225, 4.9915, 2.4237, 1.5495, 0.5885,   0.269, -61.99992,  82.00126,  1338
01401.cnv,  1456118273,   0.264,  2.8043,  2.9482, 0.0006, 0.0092,2.4237,432.233, 0.0005, 0.0066, 84.0233, 3.9231, 0.1123, 0.0952, 1.4225, 4.9915, 2.4237, 1.5495, 0.5885,   0.262, -61.99992,  82.00126,  1339
01401.cnv,  1456118273,   0.264,  2.8027,  2.9478, 0.0004, 0.0094,2.4237,432.254, 0.0004, 0.0067, 84.0498, 3.9243, 0.1111, 0.0952, 1.4225, 4.9915, 2.4237, 1.5482, 0.5885,   0.262, -61.99992,  82.00126,  1340
01401.cnv,  1456118273,   0.205,  2.8012,  2.9475, 0.0004, 0.0094,2.4225,431.994, 0.0004, 0.0067, 84.0498, 3.9243, 0.1111, 0.0952, 1.4225, 4.9915, 2.4225, 1.5482, 0.5885,   0.203, -61.99992,  82.00126,  1341
01401.cnv,  1456118273,   0.264,  2.7998,  2.9476, 0.0005, 0.0092,2.4225,432.015, 0.0005, 0.0066, 84.0233, 3.9231, 0.1123, 0.0952, 1.4225, 4.9915, 2.4225, 1.5495, 0.5873,   0.262, -61.99992,  82.00126,  1342
01401.cnv,  1456118273,   0.264,  2.7984,  2.9472, 0.0004, 0.0092,2.4237,432.311, 0.0004, 0.0065, 84.0498, 3.9243, 0.1111, 0.0952, 1.4225, 4.9915, 2.4237, 1.5482, 0.5873,   0.262, -61.99992,  82.00126,  1343
01401.cnv,  1456118273,   0.272,  2.7967,  2.9472, 0.0005, 0.0091,2.4237,432.334, 0.0005, 0.0065, 84.0498, 3.9243, 0.1111, 0.0952, 1.4225, 4.9915, 2.4237, 1.5482, 0.5873,   0.269, -61.99992,  82.00126,  1344
01401.cnv,  1456118273,   0.264,  2.7955,  2.9473, 0.0005, 0.0091,2.4237,432.350, 0.0005, 0.0065, 84.0233, 3.9231, 0.1123, 0.0952, 1.4225, 4.9915, 2.4237, 1.5495, 0.5873,   0.262, -61.99992,  82.00126,  1345
01401.cnv,  1456118273,   0.264,  2.7943,  2.9467, 0.0005, 0.0092,2.4225,432.087, 0.0005, 0.0066, 84.0233, 3.9231, 0.1123, 0.0952, 1.4225, 4.9915, 2.4225, 1.5495, 0.5873,   0.262, -61.99992,  82.00126,  1346
01401.cnv,  1456118273,   0.264,  2.7940,  2.9465, 0.0006, 0.0092,2.4237,432.368, 0.0005, 0.0066, 84.0233, 3.9231, 0.1123, 0.0952, 1.4225, 4.9915, 2.4237, 1.5495, 0.5873,   0.262, -61.99992,  82.00126,  1347
01401.cnv,  1456118273,   0.264,  2.7945,  2.9465, 0.0004, 0.0092,2.4237,432.362, 0.0004, 0.0066, 84.0498, 3.9243, 0.1123, 0.0952, 1.4225, 4.9915, 2.4237, 1.5495, 0.5861,   0.262, -61.99992,  82.00126,  1348
01401.cnv,  1456118273,   0.212,  2.7951,  2.9461, 0.0004, 0.0092,2.4225,432.074, 0.0004, 0.0066, 84.0498, 3.9243, 0.1123, 0.0952, 1.4225, 4.9915, 2.4225, 1.5495, 0.5861,   0.210, -61.99992,  82.00126,  1349
01401.cnv,  1456118273,   0.264,  2.7956,  2.9459, 0.0004, 0.0091,2.4225,432.071, 0.0004, 0.0065, 84.0498, 3.9243, 0.1111, 0.0952, 1.4225, 4.9915, 2.4225, 1.5482, 0.5861,   0.262, -61.99992,  82.00126,  1350
01401.cnv,  1456118274,   0.264,  2.7959,  2.9460, 0.0005, 0.0093,2.4237,432.344, 0.0005, 0.0066, 84.0498, 3.9243, 0.1123, 0.0952, 1.4225, 4.9915, 2.4237, 1.5495, 0.5861,   0.262, -61.99992,  82.00126,  1351
01401.cnv,  1456118274,   0.264,  2.7961,  2.9457, 0.0005, 0.0091,2.4225,432.064, 0.0005, 0.0065, 84.0498, 3.9243, 0.1123, 0.0952, 1.4225, 4.9915, 2.4225, 1.5495, 0.5861,   0.262, -61.99992,  82.00126,  1352
01401.cnv,  1456118274,   0.264,  2.7961,  2.9455, 0.0005, 0.0092,2.4225,432.064, 0.0005, 0.0065, 84.0498, 3.9243, 0.1111, 0.0952, 1.4225, 4.9915, 2.4225, 1.5482, 0.5861,   0.262, -61.99992,  82.00126,  1353
01401.cnv,  1456118274,   0.272,  2.7967,  2.9451, 0.0005, 0.0092,2.4237,432.334, 0.0005, 0.0066, 84.0498, 3.9243, 0.1111, 0.0965, 1.4322, 4.9915, 2.4237, 1.5482, 0.5861,   0.269, -61.99992,  82.00126,  1354
01401.cnv,  1456118274,   0.264,  2.7973,  2.9451, 0.0005, 0.0091,2.4225,432.048, 0.0005, 0.0065, 84.0498, 3.9243, 0.1111, 0.0977, 1.4383, 4.9915, 2.4225, 1.5482, 0.5873,   0.262, -61.99992,  82.00126,  1355
01401.cnv,  1456118274,   0.264,  2.7979,  2.9451, 0.0004, 0.0094,2.4237,432.317, 0.0004, 0.0067, 84.0498, 3.9243, 0.1123, 0.0977, 1.4396, 4.9915, 2.4237, 1.5495, 0.5861,   0.262, -61.99992,  82.00126,  1356
01401.cnv,  1456118274,   0.316,  2.7985,  2.9445, 0.0004, 0.0092,2.4237,432.312, 0.0004, 0.0066, 84.0498, 3.9243, 0.1148, 0.0977, 1.4396, 4.9915, 2.4237, 1.5482, 0.5873,   0.313, -61.99992,  82.00126,  1357
01401.cnv,  1456118274,   0.264,  2.7991,  2.9443, 0.0004, 0.0093,2.4237,432.301, 0.0004, 0.0066, 84.0498, 3.9243, 0.1160, 0.0977, 1.4383, 4.9915, 2.4237, 1.5495, 0.5873,   0.262, -61.99992,  82.00126,  1358
01401.cnv,  1456118274,   0.272,  2.7996,  2.9443, 0.0004, 0.0093,2.4237,432.295, 0.0004, 0.0066, 84.0498, 3.9243, 0.1172, 0.0977, 1.4383, 4.9915, 2.4237, 1.5495, 0.5873,   0.269, -61.99992,  82.00126,  1359
01401.cnv,  1456118274,   0.264,  2.8001,  2.9440, 0.0005, 0.0091,2.4237,432.289, 0.0005, 0.0065, 84.0763, 3.9255, 0.1172, 0.0977, 1.4383, 4.9915, 2.4237, 1.5482, 0.5873,   0.262, -61.99992,  82.00126,  1360
01401.cnv,  1456118274,   0.316,  2.8007,  2.9439, 0.0005, 0.0092,2.4237,432.283, 0.0005, 0.0065, 84.0498, 3.9243, 0.1172, 0.0977, 1.4383, 4.9915, 2.4237, 1.5495, 0.5873,   0.313, -61.99992,  82.00126,  1361
01401.cnv,  1456118274,   0.264,  2.8006,  2.9435, 0.0006, 0.0092,2.4225,432.005, 0.0005, 0.0066, 84.0498, 3.9243, 0.1172, 0.0977, 1.4383, 4.9915, 2.4225, 1.5482, 0.5873,   0.262, -61.99992,  82.00126,  1362
01401.cnv,  1456118274,   0.264,  2.8004,  2.9434, 0.0006, 0.0092,2.4237,432.284, 0.0005, 0.0065, 84.0498, 3.9243, 0.1172, 0.0977, 1.4383, 4.9915, 2.4237, 1.5495, 0.5873,   0.262, -61.99992,  82.00126,  1363
01401.cnv,  1456118274,   0.264,  2.8006,  2.9432, 0.0004, 0.0092,2.4225,432.005, 0.0004, 0.0066, 84.0763, 3.9255, 0.1172, 0.0977, 1.4383, 4.9915, 2.4225, 1.5482, 0.5873,   0.262, -61.99992,  82.00126,  1364
01401.cnv,  1456118274,   0.323,  2.8002,  2.9433, 0.0004, 0.0093,2.4237,432.290, 0.0004, 0.0066, 84.0498, 3.9243, 0.1172, 0.0977, 1.4383, 4.9915, 2.4237, 1.5495, 0.5873,   0.320, -61.99992,  82.00126,  1365
01401.cnv,  1456118274,   0.264,  2.8001,  2.9427, 0.0004, 0.0093,2.4237,432.289, 0.0004, 0.0066, 84.0498, 3.9243, 0.1172, 0.0977, 1.4383, 4.9915, 2.4237, 1.5495, 0.5873,   0.262, -61.99994,  82.00126,  1366
01401.cnv,  1456118274,   0.316,  2.7999,  2.9424, 0.0004, 0.0093,2.4237,432.294, 0.0004, 0.0066, 84.0498, 3.9243, 0.1172, 0.0977, 1.4383, 4.9915, 2.4237, 1.5495, 0.5873,   0.313, -61.99994,  82.00126,  1367
01401.cnv,  1456118274,   0.264,  2.8002,  2.9425, 0.0004, 0.0093,2.4225,432.009, 0.0004, 0.0066, 84.0763, 3.9255, 0.1172, 0.0977, 1.4383, 4.9902, 2.4225, 1.5482, 0.5873,   0.262, -61.99994,  82.00126,  1368
01401.cnv,  1456118274,   0.316,  2.8002,  2.9421, 0.0004, 0.0093,2.4225,432.012, 0.0004, 0.0066, 84.0498, 3.9243, 0.1172, 0.0977, 1.4383, 4.9902, 2.4225, 1.5495, 0.5873,   0.313, -61.99994,  82.00126,  1369
01401.cnv,  1456118274,   0.272,  2.8006,  2.9421, 0.0005, 0.0093,2.4225,432.005, 0.0005, 0.0066, 84.0763, 3.9255, 0.1172, 0.0977, 1.4383, 4.9915, 2.4225, 1.5482, 0.5873,   0.269, -61.99994,  82.00126,  1370
